P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data     19/12/2017  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000064.spe,120.64,8,1,0.018657,-0.005509,0.008729,0.098113,17697.31445,2.34,0,10,5,17,35,40,3871,8,0,0,0,14,71,0,232,0,0,112,0,86,25,211,93,87,119,0,0,120,0,1721,1750,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000065.spe,121.64,8,1,0.018657,-0.005509,0.008729,0.098113,17961.5,1.81,0,0,0,0,16,68,3924,13,11,0,0,185,95,0,263,0,0,0,0,82,113,44,157,207,140,14,10,100,41,2031,1702,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000066.spe,122.64,8,1,0.018657,-0.005509,0.008729,0.098113,18277.08594,2.37,0,7,17,10,22,22,3905,16,0,0,0,178,99,0,233,0,0,0,0,81,13,155,178,106,125,35,47,110,0,1871,1799,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000067.spe,123.64,8,1,0.018657,-0.005509,0.008729,0.098113,18259.38867,1.76,0,11,12,18,35,47,3872,12,5,0,0,120,83,0,246,0,0,51,0,47,90,189,192,152,116,18,0,62,11,1792,1778,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000068.spe,124.64,8,1,0.018657,-0.005509,0.008729,0.098113,18013.80078,2.97,0,0,0,21,24,42,3991,0,0,4,0,143,52,0,254,0,0,0,0,0,0,16,0,182,113,28,0,90,0,1871,1796,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000069.spe,125.64,8,1,0.018657,-0.005509,0.008729,0.098113,17956.29297,3.01,0,0,25,31,22,39,3871,22,0,0,0,185,66,0,245,0,0,125,0,27,0,139,93,127,109,12,0,130,34,1887,1781,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000070.spe,126.64,8,1,0.018657,-0.005509,0.008729,0.098113,17913.90234,2,0,6,0,21,0,37,4002,10,14,0,0,18,81,0,226,0,0,98,0,32,0,106,157,116,122,9,15,85,0,1755,1871,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000071.spe,127.64,8,1,0.018657,-0.005509,0.008729,0.098113,17816.39648,2.03,0,4,15,31,29,45,3986,6,0,0,0,123,98,0,218,6,0,0,13,0,76,219,180,276,128,36,0,0,0,1798,1824,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000072.spe,128.64,8,1,0.018657,-0.005509,0.008729,0.098113,17894.60547,1.58,0,5,0,6,12,34,3967,12,0,13,0,7,63,0,238,0,0,153,0,0,0,195,143,153,92,23,0,158,0,1834,1721,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000073.spe,129.64,8,1,0.018657,-0.005509,0.008729,0.098113,17582.32031,1.97,0,12,0,7,21,35,3865,22,15,0,0,114,77,0,235,0,0,190,0,0,13,78,128,121,131,0,0,164,0,2066,1703,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000074.spe,130.64,8,1,0.018657,-0.005509,0.008729,0.098113,17135.42773,1.82,0,0,0,0,0,23,3956,0,9,0,0,119,77,0,224,0,0,58,0,0,69,187,161,268,129,8,0,81,54,1824,1786,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000075.spe,131.64,8,1,0.018657,-0.005509,0.008729,0.098113,16751.09766,1.59,0,10,0,6,0,25,3916,0,7,0,0,94,71,0,222,0,0,103,45,18,0,135,187,327,102,8,0,98,0,1916,1748,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000076.spe,132.64,8,1,0.018657,-0.005509,0.008729,0.098113,17658.29688,1.6,0,5,6,0,5,33,3911,21,0,0,0,144,86,0,250,0,0,28,17,0,38,68,122,391,91,22,0,80,0,1883,1798,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000077.spe,133.64,8,1,0.018657,-0.005509,0.008729,0.098113,21630.31836,1.85,44,20,10,0,0,26,3861,9,0,0,0,245,106,0,339,0,0,0,14,0,135,211,266,255,84,0,0,196,0,2180,1800,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000078.spe,134.64,7.02,1,0.018657,-0.005509,0.008729,0.098113,34797.08984,1.12,17,23,213,16,29,5,2648,56,503,1354,182,0,1681,0,388,347,0,0,175,22,0,93,0,674,68,0,38,236,0,30940,31255,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000079.spe,135.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,36967.375,1.17,11,4,513,0,0,44,2129,33,726,1981,301,7,2842,39,405,522,9,49,64,122,54,0,242,406,21,0,89,0,30,36099,39648,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000080.spe,136.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,37360.14844,1.07,22,42,594,12,26,22,2130,80,815,2371,280,0,3272,52,384,541,11,0,26,107,52,127,0,698,44,0,75,127,0,36759,41396,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000081.spe,137.64,6.9,1,0.018657,-0.005509,0.008729,0.098113,37601.53906,1.17,49,58,518,4,28,30,2186,39,725,2311,264,0,2696,250,425,476,26,0,161,164,10,237,0,359,23,7,83,191,0,38016,41242,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000082.spe,138.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,37677.91406,1.08,33,24,409,5,29,6,2190,27,601,1816,352,0,2391,0,319,464,0,351,71,176,0,46,32,720,21,16,45,44,0,39345,42858,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000083.spe,139.64,6.9,1,0.018657,-0.005509,0.008729,0.098113,36707.375,1.15,10,26,346,0,16,16,2341,27,626,1879,327,32,2349,0,477,363,31,417,230,266,0,102,12,636,42,21,89,316,0,37152,40719,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000084.spe,140.64,6.93,1,0.018657,-0.005509,0.008729,0.098113,38399.59766,1.09,29,21,218,0,32,19,1993,38,673,1996,351,0,2637,15,444,382,0,450,314,111,29,0,0,526,18,0,98,426,0,39776,43111,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000085.spe,141.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,36303.81641,1.25,0,0,296,0,31,38,2427,45,614,1985,357,0,2874,139,390,560,7,0,96,39,113,0,0,469,13,0,0,0,0,34814,37378,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000086.spe,142.64,6.92,1,0.018657,-0.005509,0.008729,0.098113,39191.77344,1.11,24,29,201,31,7,20,1732,28,430,1647,320,0,2597,0,493,436,0,242,125,351,68,147,0,426,21,0,72,478,0,39963,40692,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000087.spe,143.64,6.85,1,0.018657,-0.005509,0.008729,0.098113,39768.62891,1.12,23,0,161,0,0,5,1769,30,416,1711,369,0,2726,115,400,507,0,348,171,295,164,93,58,487,24,0,117,205,0,44166,44810,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000088.spe,144.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,38516.47266,1.06,38,60,273,0,7,6,2094,28,629,2329,354,12,3524,100,471,550,0,128,23,291,51,233,48,209,23,0,73,233,0,39998,42515,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000089.spe,145.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,39105.28906,1.18,29,17,137,0,7,0,1820,18,579,2087,378,0,3384,45,418,568,5,0,269,276,22,58,0,280,27,0,91,0,0,40651,42951,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000090.spe,146.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,38114.41406,1.22,15,32,123,10,0,0,2078,7,510,2069,351,0,3361,249,472,602,22,0,92,183,61,43,11,468,53,0,19,50,56,39726,41341,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000091.spe,147.64,6.9,1,0.018657,-0.005509,0.008729,0.098113,38708.58203,1.16,16,27,140,15,21,8,2127,11,528,2032,368,0,3453,0,419,357,10,208,133,273,0,97,130,302,24,0,58,307,0,39593,42870,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000092.spe,148.64,6.87,1,0.018657,-0.005509,0.008729,0.098113,38703.48828,1.15,7,19,112,26,5,0,1882,25,489,2096,266,0,3425,261,457,393,11,466,90,264,0,0,40,376,35,5,143,427,0,40265,42375,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000093.spe,149.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,38291.41016,1.07,6,5,102,0,6,26,1978,49,650,2146,388,0,3801,99,390,529,0,52,32,330,0,0,155,243,0,0,86,274,0,40013,42256,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000094.spe,150.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,38751.66797,1.15,12,29,194,14,0,14,2025,19,543,2383,262,0,4168,0,464,434,0,335,53,204,132,48,21,318,21,0,160,654,0,38758,41858,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000095.spe,151.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,38514.99609,1.17,25,20,136,5,17,23,1964,25,563,2507,407,14,4202,176,474,560,0,0,0,290,0,0,31,225,19,12,51,319,75,40124,42385,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000096.spe,152.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,38742.78906,1.03,27,62,171,22,17,28,1864,37,559,2120,335,0,4038,200,440,515,8,0,0,227,0,0,0,332,39,20,102,364,169,39733,42322,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000097.spe,153.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,38831.08203,1.15,0,35,156,15,0,0,1866,19,514,1650,268,160,3360,22,415,674,0,0,0,299,0,98,0,303,28,0,121,0,82,41442,42190,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000098.spe,154.64,6.87,1,0.018657,-0.005509,0.008729,0.098113,39572.32813,1.09,73,57,288,29,36,33,1676,51,558,2315,340,0,4223,109,392,486,0,0,18,283,62,52,44,273,35,20,101,378,42,41992,44350,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000099.spe,155.64,6.91,1,0.018657,-0.005509,0.008729,0.098113,37343.83203,1.04,47,21,268,0,32,9,2162,0,577,2015,324,196,3595,248,401,368,0,0,273,155,0,0,56,703,34,0,103,405,0,38710,41884,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000100.spe,156.64,6.89,1,0.018657,-0.005509,0.008729,0.098113,37368.46875,1.18,0,8,191,0,0,0,1888,0,458,1755,344,41,2832,219,450,518,0,102,0,270,15,150,102,773,59,0,106,121,67,39242,43102,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000101.spe,157.64,6.9,1,0.018657,-0.005509,0.008729,0.098113,37654.15234,1.19,0,32,85,0,0,0,1963,10,426,1478,327,0,2950,207,469,605,84,125,153,180,0,52,27,675,31,0,15,45,0,41437,41666,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000102.spe,158.64,6.91,1,0.018657,-0.005509,0.008729,0.098113,37916.43359,1.16,26,22,166,0,0,12,1850,8,538,1666,322,207,2763,0,437,381,0,166,65,217,0,0,0,542,25,7,66,297,30,40289,43306,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000103.spe,159.64,6.88,1,0.018657,-0.005509,0.008729,0.098113,38225.51563,1.17,18,40,189,0,23,29,1813,23,513,1771,327,160,3301,148,431,351,0,0,25,64,0,58,24,429,13,0,82,354,0,41184,44137,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000104.spe,160.64,6.9,1,0.018657,-0.005509,0.008729,0.098113,37970.19531,1.14,0,28,244,29,12,38,1978,36,512,1871,408,339,3977,40,358,408,0,0,135,180,67,76,154,493,0,0,89,260,0,40706,43311,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000105.spe,161.64,6.9,1,0.018657,-0.005509,0.008729,0.098113,38506.48438,1.12,5,5,211,10,0,0,1703,33,457,1846,252,0,2780,0,439,306,0,0,57,95,112,112,105,268,27,0,46,355,0,40080,44046,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000106.spe,162.64,6.85,1,0.018657,-0.005509,0.008729,0.098113,38757.17578,1.15,39,34,174,24,14,17,1793,0,500,1867,337,191,2850,193,353,235,52,43,0,128,0,75,0,509,29,0,50,525,16,40451,43020,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000107.spe,163.64,6.91,1,0.018657,-0.005509,0.008729,0.098113,37793.81641,1.09,22,23,119,15,0,9,1919,39,485,1998,320,0,3108,0,362,486,0,121,189,226,0,30,0,537,28,0,32,220,0,40423,42889,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000108.spe,164.64,6.91,1,0.018657,-0.005509,0.008729,0.098113,37585.83594,1.15,37,26,309,16,19,10,2024,34,521,2666,318,0,3309,0,416,314,0,460,128,106,0,101,0,820,6,0,98,476,0,38827,42070,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000109.spe,165.64,6.93,1,0.018657,-0.005509,0.008729,0.098113,37957.40625,1.08,6,44,257,27,27,13,2041,0,508,2405,395,0,4726,193,480,415,0,130,142,240,0,0,0,479,31,26,106,383,0,38847,43056,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000110.spe,166.64,6.92,1,0.018657,-0.005509,0.008729,0.098113,38183.33203,1.28,11,53,168,25,11,0,1984,43,506,2371,293,0,3875,159,362,320,0,0,0,217,35,0,0,411,12,0,57,284,35,40604,42147,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000111.spe,167.64,6.91,1,0.018657,-0.005509,0.008729,0.098113,38328.59766,1.2,0,15,157,0,25,13,2080,27,540,2403,248,0,3974,300,395,317,0,90,205,182,0,0,0,508,31,0,14,541,0,40019,43022,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000112.spe,168.64,6.93,1,0.018657,-0.005509,0.008729,0.098113,38082.74609,1.08,41,22,176,10,19,12,2179,16,503,2124,338,0,3799,22,405,541,0,0,0,303,10,74,208,514,17,0,88,119,77,39811,42589,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000113.spe,169.64,6.92,1,0.018657,-0.005509,0.008729,0.098113,38236.71484,1.19,20,60,178,31,20,14,2149,20,526,2336,255,0,3662,307,391,395,0,197,40,288,83,141,67,363,31,0,66,421,0,40106,42536,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000114.spe,170.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,37499.84766,1.05,19,34,153,50,0,7,2143,35,484,2064,361,0,3359,58,383,540,0,0,247,138,0,33,46,720,60,0,58,194,0,39411,39979,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000115.spe,171.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,37616.63281,1.05,13,33,139,32,0,0,2096,30,460,2311,387,6,3267,136,422,510,0,190,27,183,81,48,132,676,32,0,0,293,75,40269,41140,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000116.spe,172.64,6.94,1,0.018657,-0.005509,0.008729,0.098113,37836.23047,1.05,30,30,198,28,48,33,1962,6,565,2087,344,0,3252,0,466,377,0,0,234,219,41,69,0,603,41,12,0,474,0,39371,42421,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000117.spe,173.64,6.93,1,0.018657,-0.005509,0.008729,0.098113,37885.61719,1.1,24,63,170,0,16,19,2160,18,561,2302,204,69,3029,0,458,382,0,0,67,121,0,159,0,578,0,0,38,274,24,39885,41711,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000118.spe,174.64,6.93,1,0.018657,-0.005509,0.008729,0.098113,37998.93359,1.08,35,6,175,5,19,5,1990,6,432,2236,321,10,2751,28,387,441,0,0,131,262,0,46,0,567,15,0,22,296,0,40734,42680,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000119.spe,175.64,6.94,1,0.018657,-0.005509,0.008729,0.098113,38201.70703,1.06,50,41,164,11,19,15,2021,0,443,1992,384,0,2805,139,401,453,0,0,148,167,17,43,0,554,29,10,109,334,0,41466,43236,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000120.spe,176.64,6.94,1,0.018657,-0.005509,0.008729,0.098113,38798.89063,1.04,5,11,159,0,0,33,2043,32,420,2153,360,0,2858,27,430,398,0,109,240,248,0,0,0,492,0,0,51,310,0,40844,42062,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000121.spe,177.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,38613.80859,1.08,14,15,107,22,24,0,1993,14,494,2469,289,310,2886,77,466,527,0,0,149,242,15,92,0,403,20,0,43,266,0,41482,43142,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000122.spe,178.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,38428.49219,1.13,0,20,78,0,10,17,2146,0,392,2082,337,0,2801,105,404,454,0,207,138,166,13,161,0,226,35,17,45,241,0,41525,41619,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000123.spe,179.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,38471.58984,1.24,45,46,113,6,18,13,2019,0,423,1908,361,0,2848,0,426,538,0,183,146,237,0,6,167,260,24,0,82,201,0,41568,41364,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000124.spe,180.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,37919.22656,1.19,60,31,141,11,0,5,2185,24,411,2007,270,0,3947,0,562,454,0,42,101,139,0,22,84,510,31,0,124,228,27,39699,40906,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000125.spe,181.64,6.96,1,0.018657,-0.005509,0.008729,0.098113,38184.19922,1.06,0,39,89,0,0,10,2160,39,489,1945,312,0,3920,190,412,399,68,7,83,363,0,146,0,253,21,0,199,494,0,40373,41677,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000126.spe,182.64,6.96,1,0.018657,-0.005509,0.008729,0.098113,37949.51953,1.23,10,8,111,13,0,15,2194,16,443,1926,398,0,2914,0,433,393,0,0,172,130,0,0,54,313,47,0,87,255,0,41149,42450,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000127.spe,183.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,38192.42578,1.14,6,24,72,0,0,0,2085,17,396,2207,347,0,3014,185,357,526,0,0,241,122,65,60,64,364,9,0,29,127,0,40616,42079,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000128.spe,184.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,37992.23438,1.06,36,6,105,0,0,0,2229,15,460,2196,361,0,3263,65,392,367,0,304,168,210,25,0,0,147,34,0,65,409,0,41743,41696,Cr,1
P:\carob\llr\Data\2017\2017rc0101 M. Bird\Cr\U123_Cr_XRF\XRF data\L000129.spe,185.64,6.95,1,0.018657,-0.005509,0.008729,0.098113,38418.28125,1.18,15,9,99,10,0,0,2019,9,497,2161,305,0,3062,157,427,536,0,0,70,84,28,45,0,452,19,0,157,134,28,42022,42422,Cr,1
